gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSMUSG00000078183.4,27,30,43,40,51,62
ENSMUSG00000079659.6,148,132,179,163,160,158
ENSMUSG00000042508.17,663,556,777,689,771,546
ENSMUSG00000080875.5,990,949,1269,1085,926,1423
ENSMUSG00000056004.17,341,242,351,355,384,249
ENSMUSG00000105536.2,28,28,40,32,17,15
ENSMUSG00000040254.12,241,207,318,263,284,243
ENSMUSG00000105854.2,78,79,97,89,103,101
ENSMUSG00000096810.2,612,567,806,609,535,747
ENSMUSG00000104577.2,139,93,145,129,132,110
ENSMUSG00000028883.20,1013,935,1150,866,1016,967
ENSMUSG00000105521.2,2,1,6,2,3,8
ENSMUSG00000061601.16,39,40,36,33,74,35
ENSMUSG00000040118.16,467,378,500,582,517,346
ENSMUSG00000028864.8,9,2,11,24,30,14
ENSMUSG00000059179.7,73,69,97,78,82,76
ENSMUSG00000105706.2,2,2,1,1,4,5
ENSMUSG00000028780.14,62,57,69,16,27,31
ENSMUSG00000057614.7,8,11,5,11,4,13
ENSMUSG00000040003.19,644,521,765,396,409,614
ENSMUSG00000039987.16,191,151,175,158,163,142
ENSMUSG00000045435.10,375,323,465,419,438,431
ENSMUSG00000039968.10,424,357,490,423,447,339
ENSMUSG00000028771.14,2182,1653,2311,2323,2005,1795
ENSMUSG00000106294.2,41,40,56,43,52,45
ENSMUSG00000038525.17,7,9,11,6,6,13
ENSMUSG00000044968.17,1,1,1,3,4,1
ENSMUSG00000081242.2,72,55,65,87,75,49
ENSMUSG00000029017.14,806,649,899,747,852,782
ENSMUSG00000029014.15,536,441,665,532,537,447
ENSMUSG00000028932.9,1152,1008,1451,1310,1349,1275
ENSMUSG00000042453.15,390,317,443,332,268,445
ENSMUSG00000029012.12,441,460,535,454,511,478
ENSMUSG00000084235.3,1265,1141,1556,1041,944,979
ENSMUSG00000105156.2,10,18,15,11,16,24
ENSMUSG00000081855.5,130,105,171,127,143,165
ENSMUSG00000106181.2,53,52,67,59,73,66
ENSMUSG00000104913.2,3313,3118,4218,3675,4025,4822
ENSMUSG00000029004.16,1680,1191,1811,1642,1730,1228
ENSMUSG00000062604.12,1579,1313,1673,1650,1647,1461
ENSMUSG00000057541.15,59,41,63,32,49,49
ENSMUSG00000028999.16,6,11,16,7,3,8
ENSMUSG00000028995.15,382,305,416,310,331,237
ENSMUSG00000105866.2,20,6,22,15,18,20
ENSMUSG00000028986.13,1469,1157,1705,1562,1651,1412
ENSMUSG00000106133.2,173,134,198,192,162,184
ENSMUSG00000048439.16,5,8,2,2,6,4
ENSMUSG00000081071.2,255,169,263,219,221,296
ENSMUSG00000038319.15,277,232,349,168,165,272
ENSMUSG00000028978.13,10,13,8,6,6,6
ENSMUSG00000028973.19,9,13,14,21,9,20
ENSMUSG00000028969.11,330,295,402,310,257,409
ENSMUSG00000028962.15,338,382,488,408,412,446
ENSMUSG00000028959.15,60,73,75,63,77,83
ENSMUSG00000028958.16,222,183,273,185,223,313
ENSMUSG00000023353.15,705,664,985,610,682,804
ENSMUSG00000028953.11,3226,2920,4217,3226,3253,3524
ENSMUSG00000067719.6,19,19,18,16,34,33
ENSMUSG00000038181.17,338,353,473,431,382,427
ENSMUSG00000028949.14,177,185,231,123,161,232
ENSMUSG00000028954.12,38,35,72,55,49,50
ENSMUSG00000055235.12,14,9,13,4,4,11
ENSMUSG00000028945.10,2134,1746,2584,2354,2260,2167
ENSMUSG00000028944.15,377,303,431,414,389,341
ENSMUSG00000038072.15,100,80,113,83,137,100
ENSMUSG00000038056.16,702,564,816,805,835,572
ENSMUSG00000092344.2,2,7,10,14,14,11
ENSMUSG00000092181.2,23,14,25,27,36,24
ENSMUSG00000056367.15,322,282,361,261,307,317
ENSMUSG00000105422.2,40,32,30,36,21,37
ENSMUSG00000061576.16,12,11,9,10,8,8
ENSMUSG00000002221.12,24,18,15,18,20,15
ENSMUSG00000104882.2,27,25,30,31,43,30
ENSMUSG00000106390.2,218,165,216,212,192,162
ENSMUSG00000104777.2,71,66,86,64,81,78
ENSMUSG00000045294.12,11,15,16,17,18,10
ENSMUSG00000048271.15,184,133,166,178,172,133
ENSMUSG00000002633.5,470,376,550,258,285,384
ENSMUSG00000105775.2,2,2,4,2,1,2
ENSMUSG00000089975.3,9,13,11,15,9,8
ENSMUSG00000010721.16,228,162,256,200,217,211
ENSMUSG00000001569.11,5,5,6,7,5,4
ENSMUSG00000001566.10,111,111,167,101,107,156
ENSMUSG00000039000.9,885,685,1041,986,1153,744
ENSMUSG00000029131.15,128,101,141,120,123,115
ENSMUSG00000106558.2,1487,1392,1872,2174,1973,1457
ENSMUSG00000106551.2,339,276,445,422,517,389
ENSMUSG00000025747.13,385,319,468,413,491,552
ENSMUSG00000104667.2,6,4,10,11,12,5
ENSMUSG00000044576.7,107,125,167,71,72,106
ENSMUSG00000025745.13,371,341,403,328,391,419
ENSMUSG00000059447.14,449,368,535,489,458,518
ENSMUSG00000075703.17,482,383,492,593,548,404
ENSMUSG00000085099.2,2,3,1,3,2,4
ENSMUSG00000049265.9,23,20,30,12,10,13
ENSMUSG00000029175.18,21,13,16,23,16,12
ENSMUSG00000029168.15,763,683,868,431,409,780
ENSMUSG00000029166.15,143,132,139,131,108,162
ENSMUSG00000038828.14,239,233,332,296,314,275
ENSMUSG00000029165.18,1477,1429,1978,1479,1525,1845
ENSMUSG00000038803.8,4709,4365,5939,5123,5369,6014
ENSMUSG00000029162.16,4,7,7,3,3,10
ENSMUSG00000045302.14,64,59,90,73,65,81
ENSMUSG00000006641.13,29,26,36,29,19,32
ENSMUSG00000013622.16,11,12,14,19,23,18
ENSMUSG00000013629.17,1251,1074,1596,1150,1167,1174
ENSMUSG00000106864.4,16,19,31,23,27,25
ENSMUSG00000029145.13,172,129,211,206,163,203
ENSMUSG00000029146.15,1696,1752,2275,1879,1826,2085
ENSMUSG00000043059.17,754,681,931,894,815,907
ENSMUSG00000029147.12,6092,5093,7388,5660,5367,6425
ENSMUSG00000029148.16,7806,6981,9605,8888,8420,8723
ENSMUSG00000038564.12,91,89,119,94,84,95
ENSMUSG00000038552.15,92,74,115,93,127,148
ENSMUSG00000062761.8,110,64,112,76,73,72
ENSMUSG00000064037.14,360,292,438,342,321,314
ENSMUSG00000053134.14,398,337,474,413,411,340
ENSMUSG00000029141.17,154,104,171,146,111,134
ENSMUSG00000029136.10,20,15,33,21,17,19
ENSMUSG00000052139.19,561,482,682,557,486,648
ENSMUSG00000029135.11,506,465,588,471,531,555
ENSMUSG00000014956.16,6448,5014,7032,6239,6342,4738
ENSMUSG00000014932.16,1644,1298,1803,1692,1828,1238
ENSMUSG00000023452.20,44,44,70,46,52,60
ENSMUSG00000054280.15,28,25,41,27,45,35
ENSMUSG00000037426.19,272,260,292,268,296,244
ENSMUSG00000018965.12,3043,2721,3814,3132,3170,3362
ENSMUSG00000093885.3,3001,2824,3902,3417,3675,3966
ENSMUSG00000037373.13,747,649,907,763,727,952
ENSMUSG00000079562.8,249,193,287,249,303,321
ENSMUSG00000004642.14,55,57,69,46,62,48
ENSMUSG00000054252.19,186,135,201,184,219,194
ENSMUSG00000005299.7,27,16,35,16,19,15
ENSMUSG00000057406.17,1519,1198,1700,1351,1509,1256
ENSMUSG00000029111.8,58,67,80,50,73,92
ENSMUSG00000048142.10,181,139,198,116,143,163
ENSMUSG00000079555.3,11,9,3,8,17,17
ENSMUSG00000037235.14,231,168,261,228,225,283
ENSMUSG00000029110.14,108,69,106,76,126,104
ENSMUSG00000037210.17,253,203,274,244,262,274
ENSMUSG00000054520.16,2,3,3,4,1,5
ENSMUSG00000029106.15,2429,2111,3029,2531,2595,2276
ENSMUSG00000036693.13,83,65,90,73,94,85
ENSMUSG00000052783.17,1,2,4,1,1,6
ENSMUSG00000029104.16,478,375,457,444,488,396
ENSMUSG00000051246.4,2,3,3,5,1,2
ENSMUSG00000029101.17,61,45,61,51,69,91
ENSMUSG00000045318.7,42,40,73,34,61,62
ENSMUSG00000067438.6,2,1,1,5,7,7
ENSMUSG00000083907.3,31,32,61,39,41,55
ENSMUSG00000029096.16,4,2,5,4,2,3
ENSMUSG00000029094.13,24,12,13,11,28,12
ENSMUSG00000029093.15,3,4,5,2,4,5
ENSMUSG00000029196.10,34,46,56,45,47,57
ENSMUSG00000029192.18,576,464,666,605,667,538
ENSMUSG00000029190.20,1311,1082,1479,1400,1400,1034
ENSMUSG00000055302.6,321,318,373,287,290,449
ENSMUSG00000029119.10,4,3,14,6,4,2
ENSMUSG00000029120.11,40,53,65,31,28,49
ENSMUSG00000039474.14,224,169,270,194,203,272
ENSMUSG00000029121.17,919,779,1146,638,651,921
ENSMUSG00000029125.15,198,195,209,239,215,259
ENSMUSG00000029126.8,793,758,1020,511,611,954
ENSMUSG00000067367.10,17,7,16,7,15,17
ENSMUSG00000067365.12,14,14,17,16,30,25
ENSMUSG00000089646.2,13393,12059,15900,14244,15076,15769
ENSMUSG00000005103.13,1756,1534,2191,2044,1958,1893
ENSMUSG00000051022.8,11,6,17,8,5,20
ENSMUSG00000083261.5,1176,1042,1424,1228,1255,1237
ENSMUSG00000082938.2,72,32,49,49,47,61
ENSMUSG00000029128.13,239,175,257,227,278,242
ENSMUSG00000061755.11,30,22,38,30,36,40
ENSMUSG00000107259.2,194,151,186,174,191,219
ENSMUSG00000106884.2,65,64,82,71,90,76
ENSMUSG00000039782.16,250,206,289,333,277,203
ENSMUSG00000039765.16,21,36,30,48,38,33
ENSMUSG00000039753.17,897,830,1140,932,1068,956
ENSMUSG00000033036.10,243,281,320,253,324,286
ENSMUSG00000046985.12,256,238,336,365,301,287
ENSMUSG00000104923.2,129,134,158,218,188,141
ENSMUSG00000039706.12,41,40,59,15,20,13
ENSMUSG00000015806.13,105,101,124,81,100,142
ENSMUSG00000039682.13,25,18,26,24,28,26
ENSMUSG00000015804.15,714,580,751,614,767,736
ENSMUSG00000015880.14,360,315,442,360,372,397
ENSMUSG00000015882.19,945,799,1064,923,988,752
ENSMUSG00000067321.6,221,193,304,207,224,299
ENSMUSG00000031558.16,281,266,306,300,318,259
ENSMUSG00000029088.17,13,8,11,11,13,16
ENSMUSG00000083477.3,100,83,116,120,91,86
ENSMUSG00000105540.2,6,4,4,3,3,6
ENSMUSG00000029090.13,278,205,313,220,276,289
ENSMUSG00000105020.2,18,7,12,11,9,14
ENSMUSG00000106267.2,5,1,7,5,2,9
ENSMUSG00000029167.14,54,40,58,46,59,38
ENSMUSG00000029169.12,14859,12597,17250,16243,16167,14202
ENSMUSG00000045790.11,3,4,3,5,12,7
ENSMUSG00000039252.12,201,130,176,160,190,140
ENSMUSG00000029173.13,27,22,26,34,36,32
ENSMUSG00000029186.13,67,46,74,76,68,55
ENSMUSG00000029179.15,23,19,40,30,50,23
ENSMUSG00000029176.14,231,192,292,237,252,194
ENSMUSG00000029189.11,1377,1088,1613,1476,1493,1191
ENSMUSG00000061461.12,11,7,17,12,10,15
ENSMUSG00000039191.13,322,270,367,324,309,297
ENSMUSG00000039178.10,200,171,219,181,202,179
ENSMUSG00000039156.20,47,44,73,60,57,56
ENSMUSG00000083902.3,109,101,164,124,179,127
ENSMUSG00000104560.2,8,8,19,22,20,22
ENSMUSG00000051116.7,36,33,26,27,27,28
ENSMUSG00000029108.15,5345,4803,6362,6191,6453,5477
ENSMUSG00000087034.5,17,14,14,20,12,9
ENSMUSG00000105486.2,3,3,2,1,3,5
ENSMUSG00000089992.4,14,17,16,12,10,35
ENSMUSG00000106530.3,10,2,23,9,19,23
ENSMUSG00000037999.14,62,37,71,94,62,57
ENSMUSG00000090061.10,1,3,2,2,6,1
ENSMUSG00000029171.13,19,11,25,22,14,20
ENSMUSG00000029174.19,531,450,611,497,465,525
ENSMUSG00000083100.2,134,100,134,124,149,184
ENSMUSG00000029178.15,357,217,256,371,255,287
ENSMUSG00000029185.15,10,9,13,13,12,7
ENSMUSG00000054920.13,321,270,407,354,314,244
ENSMUSG00000037890.14,78,56,95,61,76,61
ENSMUSG00000029191.17,96,64,101,85,71,81
ENSMUSG00000047215.15,1292,987,1535,1421,1499,1868
ENSMUSG00000029199.12,83,47,83,78,77,74
ENSMUSG00000029201.15,1633,1300,1777,1608,1700,1498
ENSMUSG00000029203.17,4047,3392,4936,4348,4263,4026
ENSMUSG00000029202.13,3779,3118,4336,3762,4050,2970
ENSMUSG00000037795.15,75,52,75,64,90,40
ENSMUSG00000029204.8,18,15,19,7,19,16
ENSMUSG00000070780.12,214,190,247,233,273,232
ENSMUSG00000029207.17,604,450,676,745,851,561
ENSMUSG00000029223.13,5,5,6,9,5,8
ENSMUSG00000037736.21,52,43,75,55,91,68
ENSMUSG00000082420.3,974,782,1125,941,973,1125
ENSMUSG00000012520.11,12,10,10,2,2,1
ENSMUSG00000037720.17,345,283,349,297,334,354
ENSMUSG00000029221.16,805,647,943,814,756,671
ENSMUSG00000106925.2,1001,946,1224,1010,1077,1296
ENSMUSG00000037685.16,62,52,78,64,76,51
ENSMUSG00000037653.8,17,17,28,25,23,27
ENSMUSG00000043484.4,139,116,170,166,164,153
ENSMUSG00000029208.17,94,92,117,102,93,88
ENSMUSG00000029209.16,18,21,18,25,25,23
ENSMUSG00000000560.10,251,192,240,230,258,237
ENSMUSG00000029211.12,8,7,9,2,5,5
ENSMUSG00000029212.12,52,43,80,42,64,61
ENSMUSG00000082705.2,3572,3147,4337,3846,4063,4541
ENSMUSG00000046808.19,58,53,57,54,61,36
ENSMUSG00000072889.10,583,505,663,643,739,514
ENSMUSG00000067220.13,28,25,23,30,30,17
ENSMUSG00000105124.3,87,132,134,137,100,138
ENSMUSG00000067219.10,38,29,34,44,36,28
ENSMUSG00000029217.17,24,17,17,10,13,8
ENSMUSG00000036087.19,1097,920,1197,1372,1280,1053
ENSMUSG00000070733.14,213,150,244,189,173,129
ENSMUSG00000029152.14,96,67,101,94,116,96
ENSMUSG00000051674.16,432,351,465,398,453,376
ENSMUSG00000029155.17,8,5,6,3,3,2
ENSMUSG00000054814.15,556,462,609,583,673,455
ENSMUSG00000062110.15,8,6,6,5,3,11
ENSMUSG00000029227.16,1124,897,1184,1028,1067,902
ENSMUSG00000029228.16,4,3,1,5,2,1
ENSMUSG00000029229.9,424,364,460,461,452,432
ENSMUSG00000029231.16,44,33,50,18,26,38
ENSMUSG00000005672.13,51,43,71,56,51,43
ENSMUSG00000062960.11,15,9,22,28,52,37
ENSMUSG00000107020.2,89,88,129,105,139,127
ENSMUSG00000029234.14,42,35,38,48,41,49
ENSMUSG00000083152.2,4,6,5,9,7,2
ENSMUSG00000029238.12,352,291,372,414,372,271
ENSMUSG00000106831.2,215,194,247,245,261,256
ENSMUSG00000036435.14,386,343,424,385,404,383
ENSMUSG00000036377.20,76,70,116,81,93,71
ENSMUSG00000055923.17,3,1,3,3,1,4
ENSMUSG00000029246.15,59,56,59,66,43,41
ENSMUSG00000029247.18,1071,937,1274,1067,1095,1107
ENSMUSG00000036323.15,2796,2503,3409,2923,2968,2877
ENSMUSG00000029249.16,93,60,112,99,114,73
ENSMUSG00000036285.11,17,23,19,24,18,11
ENSMUSG00000029250.6,3279,2847,4020,3483,3684,2941
ENSMUSG00000036256.14,978,735,1017,846,1177,1302
ENSMUSG00000083829.2,127,113,164,141,130,185
ENSMUSG00000037605.17,1283,1117,1462,1099,1217,1166
ENSMUSG00000029245.17,18,5,6,3,5,8
ENSMUSG00000079067.6,11,14,19,17,25,29
ENSMUSG00000035898.14,349,237,349,365,358,249
ENSMUSG00000035851.15,4391,3521,5192,4750,5202,3835
ENSMUSG00000104802.2,20119,17662,24315,21730,21021,24483
ENSMUSG00000104664.2,39,23,41,26,44,47
ENSMUSG00000106633.2,1,2,6,2,1,2
ENSMUSG00000070697.5,2,1,3,3,4,2
ENSMUSG00000029291.12,331,287,386,322,353,278
ENSMUSG00000044221.15,726,523,803,686,691,687
ENSMUSG00000006262.16,106,85,124,97,111,71
ENSMUSG00000029366.11,81,63,83,94,112,80
ENSMUSG00000082389.3,21,25,46,36,35,38
ENSMUSG00000060961.17,1780,1285,1849,2003,2016,1455
ENSMUSG00000106534.2,12,10,20,6,17,9
ENSMUSG00000043635.13,11,2,4,8,3,7
ENSMUSG00000043618.10,699,686,889,823,825,976
ENSMUSG00000055204.16,10228,8294,11973,10783,11104,8953
ENSMUSG00000106917.2,1604,1333,1934,1587,1573,1647
ENSMUSG00000096726.3,841,808,966,955,944,1108
ENSMUSG00000029397.16,22,36,45,30,42,28
ENSMUSG00000029403.15,6,4,9,4,4,7
ENSMUSG00000029405.17,8143,6985,9111,8593,8199,7116
ENSMUSG00000029407.11,980,723,1094,929,1064,886
ENSMUSG00000084111.5,318,336,401,305,341,473
ENSMUSG00000029415.5,223,220,316,242,275,243
ENSMUSG00000034826.15,171,150,216,191,205,197
ENSMUSG00000029381.17,82,63,74,85,107,82
ENSMUSG00000106930.2,18,4,11,17,33,34
ENSMUSG00000058013.12,122,68,113,90,111,84
ENSMUSG00000063015.13,14041,12383,17313,15632,14700,13561
ENSMUSG00000029385.15,38,31,39,50,48,35
ENSMUSG00000053208.11,2,1,1,1,3,1
ENSMUSG00000034724.19,1251,1031,1417,1250,1188,1042
ENSMUSG00000034687.9,646,621,760,859,844,678
ENSMUSG00000034663.14,270,240,272,315,344,225
ENSMUSG00000055725.12,209,176,248,278,269,191
ENSMUSG00000067161.7,808,656,990,837,838,864
ENSMUSG00000046000.6,4,2,10,3,9,8
ENSMUSG00000050553.4,10,4,8,5,5,3
ENSMUSG00000029338.14,418,401,496,490,541,467
ENSMUSG00000098073.2,10,4,18,13,16,19
ENSMUSG00000105814.3,310,147,208,256,161,430
ENSMUSG00000029334.15,6,6,5,9,11,12
ENSMUSG00000089659.3,18,21,17,9,21,25
ENSMUSG00000089809.10,12,12,19,19,20,16
ENSMUSG00000000568.16,36190,29411,43680,35240,30888,37196
ENSMUSG00000029328.16,8433,7491,10550,8176,8330,8184
ENSMUSG00000029326.14,25,27,36,23,30,38
ENSMUSG00000050640.17,2,4,1,4,3,4
ENSMUSG00000035325.17,2250,1853,2652,2599,2665,2173
ENSMUSG00000118665.1,400,322,472,372,468,325
ENSMUSG00000035297.15,687,611,813,692,660,735
ENSMUSG00000104993.2,4,4,5,1,3,4
ENSMUSG00000029319.9,8,7,7,5,6,16
ENSMUSG00000035266.17,2,3,4,1,9,2
ENSMUSG00000016833.15,83,71,102,111,91,115
ENSMUSG00000029314.15,9,3,6,6,7,3
ENSMUSG00000035187.11,724,670,881,482,535,682
ENSMUSG00000029330.9,167,137,190,214,233,137
ENSMUSG00000043940.16,189,155,201,206,223,183
ENSMUSG00000057315.15,29,26,35,30,12,32
ENSMUSG00000046709.19,82,83,108,50,59,72
ENSMUSG00000034573.15,38,37,60,34,60,31
ENSMUSG00000029312.13,35,27,50,28,32,36
ENSMUSG00000029310.14,5,7,6,6,6,6
ENSMUSG00000034462.10,67,55,73,98,87,71
ENSMUSG00000097392.5,583,465,597,687,665,398
ENSMUSG00000048334.9,73,67,68,45,70,57
ENSMUSG00000070639.6,2,3,4,1,6,2
ENSMUSG00000054720.13,3,7,5,4,6,4
ENSMUSG00000046079.17,153,147,210,161,222,190
ENSMUSG00000067058.8,24,18,29,31,27,36
ENSMUSG00000094708.2,105,136,156,113,87,160
ENSMUSG00000029290.13,798,735,986,904,829,766
ENSMUSG00000049606.17,1288,986,1351,1404,1351,989
ENSMUSG00000029283.18,28,28,38,19,30,22
ENSMUSG00000029287.15,12,7,7,13,6,9
ENSMUSG00000081798.2,4,8,7,5,2,3
ENSMUSG00000033805.13,3,1,5,5,7,4
ENSMUSG00000089628.2,89,84,110,89,96,95
ENSMUSG00000029276.14,85,72,78,92,57,76
ENSMUSG00000011831.17,225,152,243,251,291,153
ENSMUSG00000058558.13,20080,17222,23556,20535,20242,23785
ENSMUSG00000029270.11,163,118,189,167,179,158
ENSMUSG00000029267.18,3987,3305,4642,4199,4117,3258
ENSMUSG00000063406.12,780,615,920,862,878,706
ENSMUSG00000056531.12,33,35,41,40,43,33
ENSMUSG00000029265.5,866,784,991,946,1133,991
ENSMUSG00000029263.16,13,13,18,10,20,15
ENSMUSG00000033623.14,82,61,86,111,79,80
ENSMUSG00000060730.9,8,10,12,7,13,17
ENSMUSG00000062234.15,26,26,36,30,33,32
ENSMUSG00000008090.15,53,66,70,32,52,96
ENSMUSG00000093545.2,37,27,57,39,40,45
ENSMUSG00000093543.2,8,15,14,16,23,17
ENSMUSG00000049477.6,219,165,255,212,258,233
ENSMUSG00000081865.2,4988,4454,6187,5565,4370,4842
ENSMUSG00000014668.16,7,8,12,16,10,10
ENSMUSG00000029502.15,4,8,13,17,10,6
ENSMUSG00000029501.15,49,39,39,35,46,41
ENSMUSG00000029500.17,1,2,2,5,4,5
ENSMUSG00000007080.15,272,224,318,246,290,242
ENSMUSG00000043323.18,120,95,152,95,135,147
ENSMUSG00000029504.6,5,11,1,3,5,6
ENSMUSG00000029505.18,27,14,40,25,33,27
ENSMUSG00000029507.17,22,13,29,17,27,23
ENSMUSG00000029512.12,7,10,16,16,16,15
ENSMUSG00000043510.13,1,6,5,2,2,1
ENSMUSG00000029521.8,75,56,79,70,64,74
ENSMUSG00000033209.18,107,78,107,89,89,77
ENSMUSG00000081104.2,3,4,2,8,3,3
ENSMUSG00000105112.2,15,21,14,23,20,10
ENSMUSG00000050017.12,702,615,832,726,752,670
ENSMUSG00000070576.5,15,15,9,11,10,9
ENSMUSG00000029344.16,81,63,77,66,97,102
ENSMUSG00000029345.14,21,27,48,33,34,44
ENSMUSG00000029348.12,12,6,16,10,8,6
ENSMUSG00000058153.16,17,4,12,4,5,8
ENSMUSG00000105406.2,538,465,593,559,584,648
ENSMUSG00000053334.7,11,12,15,7,9,19
ENSMUSG00000018974.8,36,52,56,31,51,49
ENSMUSG00000025825.13,23,21,30,21,31,26
ENSMUSG00000004530.13,735,711,845,750,828,773
ENSMUSG00000042121.17,41,22,37,30,31,21
ENSMUSG00000042078.15,8,2,7,5,5,2
ENSMUSG00000029592.12,14,23,17,19,20,27
ENSMUSG00000029591.15,1,2,1,1,4,1
ENSMUSG00000042010.17,10,8,13,8,10,6
ENSMUSG00000001098.16,270,238,328,286,305,264
ENSMUSG00000029577.14,5,11,9,9,8,3
ENSMUSG00000029575.18,4,5,11,8,12,9
ENSMUSG00000041930.8,5,7,6,2,4,9
ENSMUSG00000014158.13,29,26,43,31,25,27
ENSMUSG00000011884.14,2,3,1,2,3,5
ENSMUSG00000041890.18,72,59,95,89,72,79
ENSMUSG00000041870.18,6,4,7,6,12,4
ENSMUSG00000082052.2,879,809,1046,825,878,1029
ENSMUSG00000029556.13,58,52,76,52,65,70
ENSMUSG00000029550.12,775,692,972,798,783,775
ENSMUSG00000072692.8,7492,6068,9146,8089,9952,11286
ENSMUSG00000029545.14,29,18,38,21,28,26
ENSMUSG00000046562.6,12,5,7,9,6,7
ENSMUSG00000048578.12,1034,868,1160,1085,1174,1055
ENSMUSG00000029544.17,8,5,9,5,2,2
ENSMUSG00000041740.17,5442,4776,6655,5294,5442,5518
ENSMUSG00000083875.2,44,42,38,54,50,52
ENSMUSG00000009013.6,3627,2958,4297,3663,3868,4624
ENSMUSG00000029538.15,6133,4831,7074,5722,6353,7005
ENSMUSG00000029535.5,194,124,208,215,251,261
ENSMUSG00000054256.12,939,797,1169,718,740,904
ENSMUSG00000029528.20,371,340,493,408,434,435
ENSMUSG00000067274.11,15150,13714,19138,17473,17561,21274
ENSMUSG00000041638.19,711,605,857,659,673,639
ENSMUSG00000029518.16,704,681,800,761,851,556
ENSMUSG00000041609.17,36,27,31,25,30,32
ENSMUSG00000083833.5,30,37,25,43,58,83
ENSMUSG00000029516.20,424,341,517,344,369,354
ENSMUSG00000029513.15,251,217,310,294,291,272
ENSMUSG00000107327.2,5,6,14,10,6,14
ENSMUSG00000066900.12,22,12,25,17,19,23
ENSMUSG00000061288.14,135,160,204,165,193,167
ENSMUSG00000032959.13,23,30,34,29,33,41
ENSMUSG00000081274.3,41,44,62,48,25,44
ENSMUSG00000029364.16,116,94,119,83,118,117
ENSMUSG00000029363.15,29,36,34,24,34,32
ENSMUSG00000032898.10,182,127,190,157,165,185
ENSMUSG00000029359.14,19,15,22,11,17,28
ENSMUSG00000032867.9,10,2,2,12,5,8
ENSMUSG00000046607.7,1,1,5,5,7,7
ENSMUSG00000032850.17,18,26,28,18,14,38
ENSMUSG00000032840.8,9,11,20,7,10,17
ENSMUSG00000018076.13,1112,944,1258,1258,1239,915
ENSMUSG00000018604.19,64,34,63,52,69,52
ENSMUSG00000029594.13,3,1,3,4,2,3
ENSMUSG00000029598.13,158,104,144,149,136,133
ENSMUSG00000032741.10,87,63,98,98,90,110
ENSMUSG00000029599.14,148,124,185,134,118,158
ENSMUSG00000043733.15,64,43,50,56,67,51
ENSMUSG00000042744.17,400,311,450,330,403,267
ENSMUSG00000042719.18,117,111,149,128,166,116
ENSMUSG00000029616.10,1721,1409,2145,2034,1723,1886
ENSMUSG00000029455.15,59,67,93,74,84,84
ENSMUSG00000029458.15,22,19,20,12,21,19
ENSMUSG00000042605.17,924,694,1044,869,962,883
ENSMUSG00000042589.19,26,10,29,5,10,21
ENSMUSG00000004455.17,2129,1711,2416,2102,2008,2050
ENSMUSG00000038582.16,100,66,94,105,107,76
ENSMUSG00000029462.19,584,519,752,756,710,699
ENSMUSG00000029464.11,76,60,98,81,70,98
ENSMUSG00000029465.15,357,315,385,394,411,381
ENSMUSG00000029466.12,553,469,687,529,557,647
ENSMUSG00000029467.16,9507,8260,10856,10906,10174,9801
ENSMUSG00000029469.15,84,75,89,73,82,64
ENSMUSG00000029470.16,18,18,32,31,34,31
ENSMUSG00000029471.14,78,68,91,82,91,73
ENSMUSG00000029472.14,2942,2650,3550,2913,3055,3438
ENSMUSG00000029474.8,173,137,215,143,191,221
ENSMUSG00000029475.18,1199,1036,1391,1070,1108,1167
ENSMUSG00000049686.15,226,214,276,205,226,244
ENSMUSG00000054434.15,34,41,61,40,51,44
ENSMUSG00000029449.12,47,29,35,29,42,48
ENSMUSG00000038384.17,182,180,231,154,176,171
ENSMUSG00000029440.16,7,9,7,4,6,11
ENSMUSG00000029445.14,3,2,7,2,4,4
ENSMUSG00000029438.10,195,182,244,225,267,222
ENSMUSG00000038342.16,86,74,83,73,66,69
ENSMUSG00000029434.13,120,95,119,126,86,123
ENSMUSG00000049550.18,584,451,636,495,644,467
ENSMUSG00000029427.12,246,196,276,250,280,211
ENSMUSG00000029422.16,1002,816,1208,1118,1153,1032
ENSMUSG00000023106.16,1034,929,1275,1210,1223,1113
ENSMUSG00000000915.16,67,62,96,82,68,79
ENSMUSG00000066278.7,53,50,56,64,74,51
ENSMUSG00000029408.14,54,64,84,61,78,64
ENSMUSG00000029404.16,85,100,111,88,109,121
ENSMUSG00000029406.16,14,7,17,7,12,12
ENSMUSG00000038126.18,14,10,16,7,11,4
ENSMUSG00000029394.12,10,6,5,9,7,15
ENSMUSG00000038095.16,1216,1014,1489,1251,1372,909
ENSMUSG00000049327.18,163,142,202,146,184,169
ENSMUSG00000082402.2,6,7,7,10,8,9
ENSMUSG00000029392.13,25,37,41,35,19,37
ENSMUSG00000029390.14,148,149,173,177,206,176
ENSMUSG00000029389.18,6,4,3,6,8,4
ENSMUSG00000029388.15,159,137,183,162,164,160
ENSMUSG00000029387.11,6,5,8,3,6,4
ENSMUSG00000038023.13,11,7,8,4,14,6
ENSMUSG00000038011.16,6,3,6,5,3,2
ENSMUSG00000037979.14,41,31,38,42,30,33
ENSMUSG00000079215.9,1350,1119,1486,1388,1298,1218
ENSMUSG00000029478.17,516,475,642,482,501,571
ENSMUSG00000008348.10,863,683,944,788,875,1051
