gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSMUSG00000114102.2,85,72,99,105,88,83
ENSMUSG00000021264.13,6110,5028,6821,6211,5738,5398
ENSMUSG00000021266.17,189,212,271,217,233,265
ENSMUSG00000040877.17,5,2,3,2,2,7
ENSMUSG00000113478.2,3,2,4,4,4,7
ENSMUSG00000040867.14,10,13,8,5,10,13
ENSMUSG00000040856.18,2477,2251,3180,565,800,2441
ENSMUSG00000113625.2,75,55,95,77,71,86
ENSMUSG00000075707.7,34,25,36,18,19,28
ENSMUSG00000113198.2,74,63,102,76,101,101
ENSMUSG00000017843.15,1416,1167,1570,1409,1476,1294
ENSMUSG00000018707.14,2775,2467,3405,3190,3366,2804
ENSMUSG00000021270.14,15355,13111,17957,14516,15547,15288
ENSMUSG00000037957.15,605,517,792,670,697,594
ENSMUSG00000056458.17,16,8,17,20,15,15
ENSMUSG00000091498.5,54,50,46,49,59,66
ENSMUSG00000021275.17,59,64,55,65,75,59
ENSMUSG00000096942.2,65826,59526,92657,79595,73735,107918
ENSMUSG00000037896.18,254,218,281,260,246,210
ENSMUSG00000021277.17,299,265,352,331,324,272
ENSMUSG00000021279.6,235,189,250,220,255,243
ENSMUSG00000021282.18,7694,6560,9181,8129,8419,7388
ENSMUSG00000007411.17,1085,912,1248,1122,1191,1064
ENSMUSG00000001270.10,11717,9773,15247,13799,14902,18920
ENSMUSG00000049792.7,13,13,7,10,7,5
ENSMUSG00000021288.20,248,170,242,185,232,234
ENSMUSG00000021286.9,26,10,21,17,16,21
ENSMUSG00000021285.16,53,60,84,61,55,53
ENSMUSG00000021294.8,4,7,11,8,4,9
ENSMUSG00000054013.7,18,11,13,2,8,17
ENSMUSG00000037679.10,112,89,139,104,107,149
ENSMUSG00000011148.15,36,35,42,40,23,41
ENSMUSG00000001729.15,4116,3849,5403,4291,3982,4826
ENSMUSG00000037638.6,2,10,14,7,9,6
ENSMUSG00000072825.12,15,8,21,22,20,11
ENSMUSG00000002799.7,100,97,115,80,110,132
ENSMUSG00000011158.9,3,1,3,2,1,6
ENSMUSG00000002803.15,1,1,5,5,3,6
ENSMUSG00000021143.11,575,486,708,506,528,617
ENSMUSG00000021144.15,1553,1411,2072,1414,1636,1827
ENSMUSG00000006356.11,6,3,6,1,1,5
ENSMUSG00000104218.2,57,60,101,97,86,71
ENSMUSG00000104103.2,10,9,13,6,11,1
ENSMUSG00000106077.2,12,8,16,12,11,8
ENSMUSG00000106239.2,45,39,43,56,40,57
ENSMUSG00000021171.9,298,227,379,383,332,296
ENSMUSG00000042029.8,35,53,76,38,46,33
ENSMUSG00000056553.15,17,15,16,3,4,12
ENSMUSG00000101236.2,55,35,75,47,47,58
ENSMUSG00000041992.10,58,51,64,44,44,44
ENSMUSG00000025323.11,599,466,706,576,540,512
ENSMUSG00000048562.8,140,118,154,91,82,126
ENSMUSG00000025321.15,26,16,30,37,39,16
ENSMUSG00000021908.11,23,26,20,31,28,20
ENSMUSG00000041886.8,2,4,4,7,9,6
ENSMUSG00000114137.2,2,7,5,8,4,5
ENSMUSG00000048004.16,34,22,25,5,6,19
ENSMUSG00000113651.2,17,10,20,13,11,23
ENSMUSG00000114003.2,4730,4546,6242,5574,4918,5192
ENSMUSG00000113636.2,112,90,121,132,173,117
ENSMUSG00000021218.11,1701,1484,2147,1764,1761,1792
ENSMUSG00000021215.16,372,298,412,434,437,306
ENSMUSG00000071551.14,116,126,143,126,177,165
ENSMUSG00000094772.3,198,176,248,277,401,402
ENSMUSG00000113668.2,10,3,2,1,1,8
ENSMUSG00000000078.8,288,203,295,305,322,272
ENSMUSG00000021196.15,37,37,47,47,44,60
ENSMUSG00000068324.6,16,12,26,19,33,14
ENSMUSG00000113508.2,15,11,10,17,10,17
ENSMUSG00000113412.2,142,144,194,172,172,167
ENSMUSG00000072421.5,119,98,134,99,121,133
ENSMUSG00000021147.18,36,32,43,38,51,37
ENSMUSG00000061988.4,23,24,26,28,32,24
ENSMUSG00000021149.9,531,466,589,497,565,554
ENSMUSG00000033499.15,485,449,609,566,545,435
ENSMUSG00000113936.2,182,164,256,207,202,241
ENSMUSG00000048264.17,190,173,206,194,223,186
ENSMUSG00000021156.18,1341,1106,1492,1467,1412,1144
ENSMUSG00000021313.17,12,8,9,4,11,7
ENSMUSG00000021311.10,127,107,149,121,146,94
ENSMUSG00000113036.2,100,57,120,87,107,116
ENSMUSG00000052374.17,340,338,385,384,474,402
ENSMUSG00000050244.10,43,27,48,35,32,35
ENSMUSG00000113931.2,4,5,8,2,3,7
ENSMUSG00000057069.8,147,133,164,72,73,123
ENSMUSG00000121485.1,8,3,2,6,3,5
ENSMUSG00000113308.2,19,6,11,12,17,15
ENSMUSG00000113448.2,6,9,4,2,4,4
ENSMUSG00000061724.6,90,70,85,93,81,80
ENSMUSG00000114152.2,204,149,209,206,223,124
ENSMUSG00000021306.12,225,169,225,206,227,169
ENSMUSG00000005397.9,27,13,24,22,21,32
ENSMUSG00000019726.13,21,14,27,35,36,16
ENSMUSG00000113493.2,39,57,50,57,56,42
ENSMUSG00000113811.2,5,9,5,26,10,6
ENSMUSG00000113258.2,29,32,40,58,47,53
ENSMUSG00000039242.11,74,58,82,69,73,59
ENSMUSG00000113819.2,238,181,270,219,269,352
ENSMUSG00000021302.11,74,67,68,70,63,89
ENSMUSG00000039219.19,1221,911,1274,1228,1215,938
ENSMUSG00000021301.10,6,6,3,1,2,3
ENSMUSG00000113627.2,3,2,3,1,1,4
ENSMUSG00000015672.5,9,4,9,1,10,12
ENSMUSG00000015671.12,3507,3282,4191,3579,3575,3801
ENSMUSG00000039182.7,72,67,66,68,82,71
ENSMUSG00000113389.2,335,389,459,421,400,430
ENSMUSG00000021318.16,215,185,257,275,285,194
ENSMUSG00000041324.15,915,833,1030,1038,918,782
ENSMUSG00000112969.2,10,5,8,8,9,6
ENSMUSG00000119594.1,6,4,3,4,7,2
ENSMUSG00000012429.10,544,428,706,592,607,602
ENSMUSG00000041297.9,2576,2020,3018,2887,2945,2503
ENSMUSG00000081285.3,1,1,1,4,2,4
ENSMUSG00000008859.9,2267,1957,2481,2742,2165,2090
ENSMUSG00000075053.4,1536,1406,1918,1636,1604,1603
ENSMUSG00000009734.19,5,9,11,5,8,6
ENSMUSG00000041236.9,990,825,1161,1099,1072,906
ENSMUSG00000021314.14,3,2,14,4,1,3
ENSMUSG00000003062.14,505,422,594,518,572,576
ENSMUSG00000050243.7,293,237,398,329,312,313
ENSMUSG00000041112.18,406,291,444,286,283,262
ENSMUSG00000021326.14,1644,1450,2037,1608,1754,1734
ENSMUSG00000036721.15,5,3,3,5,8,6
ENSMUSG00000081191.2,14,4,12,8,14,23
ENSMUSG00000021327.20,20,28,27,7,20,19
ENSMUSG00000055313.16,23,18,21,23,28,21
ENSMUSG00000054931.10,32,32,44,34,32,29
ENSMUSG00000078139.4,41,33,36,46,54,45
ENSMUSG00000063894.16,255,260,333,332,295,264
ENSMUSG00000114279.2,18,16,32,20,21,37
ENSMUSG00000095217.2,4,1,4,2,2,10
ENSMUSG00000069307.8,8,10,8,7,2,11
ENSMUSG00000094248.2,4,6,8,2,3,6
ENSMUSG00000006720.17,82,57,93,76,81,62
ENSMUSG00000062727.5,9,9,13,11,8,8
ENSMUSG00000084038.3,67,53,72,55,62,61
ENSMUSG00000046351.12,413,366,452,417,429,366
ENSMUSG00000000706.17,4,3,3,6,3,3
ENSMUSG00000060981.8,1,4,2,1,4,7
ENSMUSG00000114456.2,6,5,21,8,7,19
ENSMUSG00000069272.7,2,1,7,4,4,3
ENSMUSG00000058385.9,3,9,6,3,7,3
ENSMUSG00000069268.5,101,93,142,82,69,144
ENSMUSG00000047246.8,8,6,2,11,8,6
ENSMUSG00000018102.6,90,81,128,69,77,117
ENSMUSG00000075031.5,26,21,34,22,21,24
ENSMUSG00000021337.9,14,11,16,5,8,15
ENSMUSG00000021338.18,164,151,213,196,197,152
ENSMUSG00000036006.21,193,139,200,260,251,148
ENSMUSG00000006715.12,10,9,8,10,15,17
ENSMUSG00000019132.12,4105,3266,4684,4544,4785,3592
ENSMUSG00000006717.8,79,66,78,71,112,111
ENSMUSG00000021339.5,27,7,23,14,16,24
ENSMUSG00000035910.16,25,27,38,32,30,21
ENSMUSG00000080840.2,142,109,160,138,141,152
ENSMUSG00000060198.8,315,343,426,373,390,394
ENSMUSG00000113061.2,2766,2672,3642,3227,3122,3560
ENSMUSG00000113418.2,2,5,7,6,8,3
ENSMUSG00000076431.5,13082,10521,14317,15008,13496,12575
ENSMUSG00000006191.18,79,73,80,68,83,67
ENSMUSG00000016477.19,827,654,962,854,836,716
ENSMUSG00000038732.16,5,5,4,4,5,2
ENSMUSG00000049115.16,4,2,5,8,8,2
ENSMUSG00000038462.4,354,240,378,273,410,451
ENSMUSG00000069255.14,27,15,29,13,17,24
ENSMUSG00000021357.15,189,165,211,188,190,178
ENSMUSG00000038415.11,41,48,59,65,64,49
ENSMUSG00000050295.5,19,13,23,19,24,25
ENSMUSG00000038372.15,842,746,1115,1187,1004,872
ENSMUSG00000021400.9,765,615,854,721,817,770
ENSMUSG00000044734.17,15,4,14,14,26,16
ENSMUSG00000082893.2,1,2,2,2,7,9
ENSMUSG00000058672.8,5538,4762,7118,5170,4900,6687
ENSMUSG00000045136.7,3083,2712,3789,2515,2761,3650
ENSMUSG00000038267.16,173,136,178,168,201,154
ENSMUSG00000021411.17,25,16,13,20,23,16
ENSMUSG00000114127.2,842,719,971,797,828,968
ENSMUSG00000021413.10,1763,1497,1991,2052,1826,1547
ENSMUSG00000059288.15,380,282,435,364,362,329
ENSMUSG00000046573.8,35,32,40,35,42,53
ENSMUSG00000114251.2,395,344,484,456,462,441
ENSMUSG00000039087.18,239,167,276,244,225,198
ENSMUSG00000021427.11,1899,1463,2189,2104,1939,1841
ENSMUSG00000021428.10,28,14,31,22,23,29
ENSMUSG00000054889.11,11146,9774,13029,11594,12041,10955
ENSMUSG00000021431.16,25,28,42,33,26,23
ENSMUSG00000039004.7,61,74,69,67,48,93
ENSMUSG00000038991.18,792,738,1154,900,973,936
ENSMUSG00000001707.9,147,107,140,135,173,204
ENSMUSG00000021432.16,174,153,224,205,210,181
ENSMUSG00000114248.2,3,2,3,7,5,7
ENSMUSG00000021359.17,21,19,24,52,67,37
ENSMUSG00000090475.2,35,21,30,23,28,24
ENSMUSG00000021365.16,36,39,37,56,45,38
ENSMUSG00000087370.4,15,10,17,13,18,15
ENSMUSG00000021366.9,82,62,91,92,98,96
ENSMUSG00000021367.9,17,16,18,22,19,18
ENSMUSG00000054728.18,16,23,15,6,12,10
ENSMUSG00000021368.16,9,13,16,9,8,16
ENSMUSG00000051335.7,6,17,15,13,14,18
ENSMUSG00000038546.10,4769,3976,5611,5334,4994,4471
ENSMUSG00000113177.2,2,1,4,2,3,5
ENSMUSG00000038518.16,3449,2774,4080,3246,3465,2844
ENSMUSG00000057531.15,74,47,65,62,63,73
ENSMUSG00000098136.2,2,7,8,5,17,13
ENSMUSG00000038175.11,69,56,94,72,63,67
ENSMUSG00000046876.17,81,67,113,110,124,74
ENSMUSG00000038132.7,7,1,6,3,2,4
ENSMUSG00000021373.17,10,9,2,3,4,5
ENSMUSG00000069237.9,272,208,302,290,283,251
ENSMUSG00000021374.11,1043,824,1254,1109,1116,985
ENSMUSG00000021375.12,72,54,89,56,53,67
ENSMUSG00000038080.18,93,70,103,75,96,82
ENSMUSG00000021377.16,412,350,481,404,445,341
ENSMUSG00000021379.3,62,36,53,40,28,61
ENSMUSG00000114881.2,178,138,219,163,178,261
ENSMUSG00000038025.9,140,132,149,126,164,124
ENSMUSG00000038014.8,3432,3144,4253,4000,3767,3366
ENSMUSG00000037989.16,227,192,294,184,219,261
ENSMUSG00000037966.16,2,7,10,8,6,5
ENSMUSG00000037960.12,32,21,29,25,35,38
ENSMUSG00000037933.17,1494,1237,1750,1724,1557,1577
ENSMUSG00000021385.11,53,29,46,42,32,42
ENSMUSG00000113255.2,282,231,322,330,301,228
ENSMUSG00000021392.9,13,5,6,3,15,8
ENSMUSG00000037851.14,230,184,232,214,236,250
ENSMUSG00000113718.2,26,26,49,29,50,26
ENSMUSG00000112976.2,10,5,15,11,15,5
ENSMUSG00000021395.12,1279,1012,1468,1321,1378,1038
ENSMUSG00000091383.3,2,7,13,1,5,2
ENSMUSG00000067586.5,20,12,17,6,18,11
ENSMUSG00000062248.6,2082,1665,2347,2128,2244,2208
ENSMUSG00000021460.18,2,4,6,3,3,6
ENSMUSG00000021464.16,180,179,235,191,270,254
ENSMUSG00000021468.9,37,26,35,34,49,45
ENSMUSG00000021469.10,15,9,7,21,28,15
ENSMUSG00000063166.5,132,113,146,158,140,170
ENSMUSG00000025867.9,6,9,18,4,3,9
ENSMUSG00000025872.6,346,271,401,331,364,374
ENSMUSG00000043183.19,147,120,157,93,114,151
ENSMUSG00000025871.19,237,186,282,221,234,233
ENSMUSG00000025869.12,2,2,3,1,6,5
ENSMUSG00000047547.15,165,143,232,141,184,217
ENSMUSG00000025873.17,609,536,772,788,833,594
ENSMUSG00000034928.17,1047,873,1295,1096,1086,1174
ENSMUSG00000069227.5,2,2,6,1,4,4
ENSMUSG00000025875.15,326,306,412,383,369,405
ENSMUSG00000025876.16,51,47,59,36,42,56
ENSMUSG00000025878.17,340,251,377,347,405,330
ENSMUSG00000021481.12,227,206,275,230,229,206
ENSMUSG00000005320.10,265,248,356,323,330,300
ENSMUSG00000021488.9,1338,1257,1587,1468,1422,1083
ENSMUSG00000034789.9,27,16,38,26,23,32
ENSMUSG00000021486.8,6099,5937,8178,7097,6297,7867
ENSMUSG00000021484.9,939,976,1191,1078,1075,1230
ENSMUSG00000052087.15,23,7,14,14,15,17
ENSMUSG00000074886.12,683,599,909,671,675,860
ENSMUSG00000034686.9,101,98,129,80,98,160
ENSMUSG00000034675.18,2223,2173,3047,2029,2058,2700
ENSMUSG00000021493.16,193,143,227,180,199,263
ENSMUSG00000021494.10,414,360,506,383,412,476
ENSMUSG00000021495.11,360,331,463,363,458,397
ENSMUSG00000058569.9,1529,1408,2013,1767,2081,1940
ENSMUSG00000021504.15,139,114,210,165,168,187
ENSMUSG00000021501.5,13,15,12,22,9,11
ENSMUSG00000021500.18,1592,1383,1880,1607,1664,1359
ENSMUSG00000045767.10,721,522,767,652,804,654
ENSMUSG00000021497.11,17,18,24,23,14,17
ENSMUSG00000021506.8,433,416,621,523,554,529
ENSMUSG00000015937.16,3586,3315,4502,4142,3705,4087
ENSMUSG00000035493.11,43,21,40,69,69,48
ENSMUSG00000021540.17,952,721,973,1192,1310,836
ENSMUSG00000021541.15,7,12,7,10,8,6
ENSMUSG00000056222.16,276,280,359,139,149,209
ENSMUSG00000014164.16,11,3,11,5,8,1
ENSMUSG00000007836.7,1892,1428,1902,1669,1682,2003
ENSMUSG00000005312.16,784,663,945,848,872,781
ENSMUSG00000114886.2,9,4,8,5,12,10
ENSMUSG00000060176.5,18,19,23,27,25,12
ENSMUSG00000021546.19,41519,34964,48549,43685,45201,42658
ENSMUSG00000065434.3,3,1,3,2,3,1
ENSMUSG00000055254.16,69,86,105,172,176,94
ENSMUSG00000021557.16,103,83,92,91,85,91
ENSMUSG00000021555.16,430,341,491,395,473,379
ENSMUSG00000044792.8,37,38,57,43,41,38
ENSMUSG00000035248.10,93,85,104,83,101,93
ENSMUSG00000052957.9,2,2,2,1,3,2
ENSMUSG00000021559.15,1781,1479,2132,1875,2137,1470
ENSMUSG00000113728.2,104,68,111,110,130,100
ENSMUSG00000114023.2,179,136,218,143,193,205
ENSMUSG00000061330.9,7,20,36,18,21,31
ENSMUSG00000113899.2,1,2,2,3,4,8
ENSMUSG00000074868.3,23,23,20,16,19,22
ENSMUSG00000113690.2,14,16,11,27,15,7
ENSMUSG00000113151.2,41,21,41,33,43,42
ENSMUSG00000113428.2,25,16,19,25,30,31
ENSMUSG00000095895.3,16,8,19,12,14,19
ENSMUSG00000021458.18,6,13,8,8,7,6
ENSMUSG00000021461.18,4,3,6,8,5,5
ENSMUSG00000021466.13,452,380,478,581,558,401
ENSMUSG00000021470.20,65,39,69,53,73,46
ENSMUSG00000113340.2,8,6,15,10,11,13
ENSMUSG00000033114.12,46,33,42,40,41,52
ENSMUSG00000044934.14,38,31,39,34,29,31
ENSMUSG00000021476.10,23,19,25,12,14,18
ENSMUSG00000033102.16,172,134,206,191,202,168
ENSMUSG00000021482.11,42,44,54,40,41,42
ENSMUSG00000021483.9,1,5,9,3,5,4
ENSMUSG00000113109.2,42,25,57,51,54,38
ENSMUSG00000094597.3,16,14,16,17,14,22
ENSMUSG00000113753.2,59,66,68,50,68,52
ENSMUSG00000113469.2,42,47,50,43,46,68
ENSMUSG00000114179.2,21,33,42,35,30,36
ENSMUSG00000113263.2,119,100,136,135,126,120
ENSMUSG00000113807.2,62,44,71,55,58,73
ENSMUSG00000038212.17,141,114,131,154,181,140
ENSMUSG00000114162.2,37,25,37,25,40,24
ENSMUSG00000114194.2,326,316,383,375,348,364
ENSMUSG00000074841.3,15,9,11,12,8,10
ENSMUSG00000055763.10,172,205,267,263,248,172
ENSMUSG00000071294.3,47,51,58,39,35,51
ENSMUSG00000021520.5,939,786,1018,886,940,1006
ENSMUSG00000021518.5,933,842,1122,946,1020,1032
ENSMUSG00000114603.2,15,21,23,15,10,18
ENSMUSG00000097244.2,11,13,13,10,6,10
ENSMUSG00000097906.2,19007,16973,23369,20840,21104,26273
ENSMUSG00000021536.8,107,112,172,118,155,180
ENSMUSG00000098227.2,2,5,9,6,5,3
ENSMUSG00000034575.15,139,86,149,102,114,107
ENSMUSG00000113486.2,33,10,24,18,32,26
ENSMUSG00000021595.19,84,64,100,84,84,79
ENSMUSG00000052981.7,117,114,155,36,49,122
ENSMUSG00000021598.10,150,117,152,159,146,167
ENSMUSG00000113980.2,179,178,244,247,151,213
ENSMUSG00000034525.8,125,114,123,105,141,94
ENSMUSG00000049538.15,246,228,337,283,296,329
ENSMUSG00000060969.10,7,10,17,1,3,18
ENSMUSG00000094989.2,7,10,12,9,13,14
ENSMUSG00000001504.11,15,12,12,12,13,8
ENSMUSG00000021608.16,118,90,165,121,166,124
ENSMUSG00000021610.9,341,278,430,362,402,426
ENSMUSG00000017756.10,52,33,60,54,53,58
ENSMUSG00000021569.11,5,4,6,5,3,2
ENSMUSG00000057649.7,132,138,158,142,140,128
ENSMUSG00000080966.2,426,362,572,516,449,491
ENSMUSG00000034152.7,29,23,28,34,25,42
ENSMUSG00000021577.15,452,415,549,499,546,545
ENSMUSG00000113660.2,188,182,240,191,198,281
ENSMUSG00000021583.8,95,70,110,100,112,90
ENSMUSG00000113015.2,529,411,722,522,488,551
ENSMUSG00000086743.3,5384,4038,6330,4867,4850,5557
ENSMUSG00000021587.6,176,157,224,171,147,158
ENSMUSG00000113821.2,25,13,33,26,25,51
ENSMUSG00000074800.5,10869,8297,12819,10758,11129,14568
ENSMUSG00000001542.8,1056,868,1133,938,848,988
ENSMUSG00000021589.14,613,461,620,428,434,429
ENSMUSG00000021592.19,10,7,15,13,5,10
ENSMUSG00000033991.10,159,122,158,118,134,127
ENSMUSG00000021596.18,2,6,4,9,11,1
ENSMUSG00000090119.2,94,80,127,89,91,103
ENSMUSG00000021597.17,168,108,164,130,135,129
ENSMUSG00000071252.7,1,5,3,1,1,4
ENSMUSG00000114778.2,9,1,3,1,1,1
ENSMUSG00000114809.2,34,37,62,49,41,30
ENSMUSG00000064138.15,233,145,246,164,157,151
ENSMUSG00000114812.2,42,35,47,44,47,58
ENSMUSG00000114622.2,5,4,6,1,7,4
ENSMUSG00000069171.15,1055,1072,1277,533,509,1194
ENSMUSG00000087143.11,239,243,347,118,136,244
ENSMUSG00000114557.2,2,1,1,1,1,1
ENSMUSG00000074794.11,675,558,797,607,619,446
ENSMUSG00000043889.7,4657,4067,5969,5312,5003,5460
ENSMUSG00000069170.15,37,17,41,40,35,33
ENSMUSG00000035840.8,15,13,16,21,29,19
ENSMUSG00000051098.7,79,63,93,71,68,69
ENSMUSG00000021537.10,143,92,150,149,182,159
ENSMUSG00000005583.17,451,435,528,524,470,410
ENSMUSG00000114588.2,7,6,11,12,12,9
ENSMUSG00000035762.12,180,121,155,166,183,116
ENSMUSG00000114827.2,81,104,105,97,77,85
ENSMUSG00000021548.11,167,141,203,154,173,160
ENSMUSG00000021549.15,1962,1529,2174,1921,1979,1536
ENSMUSG00000034488.15,243,233,297,170,196,257
ENSMUSG00000094463.3,45,56,75,76,106,66
ENSMUSG00000021614.17,1214,907,1378,1788,1825,1503
ENSMUSG00000012422.15,309,238,386,358,390,331
ENSMUSG00000049517.9,5848,4476,6564,5366,5712,7605
ENSMUSG00000091419.3,3201,3231,4258,3787,3893,4279
ENSMUSG00000114688.2,2,2,2,3,6,2
ENSMUSG00000114579.2,2079,1652,2267,1843,2009,1983
ENSMUSG00000003992.16,647,591,841,766,700,784
ENSMUSG00000021622.4,16,16,18,7,11,18
ENSMUSG00000021708.19,8,1,5,6,5,4
ENSMUSG00000014850.16,75,57,73,76,71,81
ENSMUSG00000100622.2,3,2,2,2,4,2
ENSMUSG00000021707.6,69,65,86,71,67,72
ENSMUSG00000021706.15,131,91,134,117,149,112
ENSMUSG00000021702.8,11,19,22,21,21,18
ENSMUSG00000042167.7,644,594,777,793,953,593
ENSMUSG00000007617.19,446,415,547,530,530,462
ENSMUSG00000021690.11,108,90,132,96,117,62
ENSMUSG00000113237.2,496,443,572,466,595,646
ENSMUSG00000045312.13,12,17,18,18,17,17
ENSMUSG00000021686.7,1383,1185,1628,1524,1443,1270
ENSMUSG00000021685.13,6,2,6,1,2,4
ENSMUSG00000042015.18,17,18,10,14,14,10
ENSMUSG00000021684.18,11,8,15,10,6,4
ENSMUSG00000021676.11,65,55,87,71,67,64
ENSMUSG00000114133.2,531,489,657,599,603,523
ENSMUSG00000113743.2,98,73,100,91,91,116
ENSMUSG00000021668.16,55,55,60,51,63,43
ENSMUSG00000021669.16,873,658,957,1119,1001,684
ENSMUSG00000021670.15,1191,925,1345,1178,1360,1085
ENSMUSG00000113934.2,3,1,2,2,1,3
ENSMUSG00000041817.15,87,76,99,122,135,106
ENSMUSG00000060739.9,115,61,126,85,84,89
ENSMUSG00000021666.17,20,16,23,13,18,19
ENSMUSG00000021665.10,50,42,52,55,46,53
ENSMUSG00000041773.9,1614,1185,1800,1616,1991,1486
ENSMUSG00000021662.12,3,1,10,1,3,7
ENSMUSG00000041747.4,102,107,98,97,115,93
ENSMUSG00000021661.17,230,196,298,303,329,260
ENSMUSG00000021660.15,7671,6802,9170,7998,7521,8450
ENSMUSG00000078302.6,3,3,3,2,3,5
ENSMUSG00000098113.2,2,9,3,4,1,4
ENSMUSG00000092116.3,48,38,49,54,60,54
ENSMUSG00000114733.2,696,588,786,671,656,691
ENSMUSG00000041685.17,188,163,207,217,239,172
ENSMUSG00000009470.18,5052,4252,5606,5592,5571,4450
ENSMUSG00000041632.8,77,65,83,75,69,56
ENSMUSG00000052727.7,374,324,428,357,407,326
ENSMUSG00000021647.8,7,13,12,14,18,15
ENSMUSG00000021646.10,149,142,169,170,176,138
ENSMUSG00000049658.14,65,50,57,43,63,17
ENSMUSG00000021645.17,24,19,22,28,27,29
ENSMUSG00000113292.2,1,1,6,3,2,2
ENSMUSG00000021639.18,741,657,963,856,914,776
ENSMUSG00000021638.13,251,211,260,254,304,264
ENSMUSG00000021636.16,93,59,104,97,94,93
ENSMUSG00000021635.15,82,68,67,62,76,69
ENSMUSG00000078941.10,113,122,144,133,156,141
ENSMUSG00000048924.15,6,5,3,9,5,9
ENSMUSG00000069089.9,199,178,208,238,224,222
ENSMUSG00000061474.12,5,4,14,1,11,10
ENSMUSG00000085340.2,77,55,93,105,95,87
ENSMUSG00000041431.17,4,6,2,6,6,4
ENSMUSG00000021629.11,307,267,387,337,348,281
ENSMUSG00000114738.2,114,122,121,120,107,156
ENSMUSG00000114759.2,16,9,25,16,14,31
ENSMUSG00000096722.3,23,12,22,29,22,21
ENSMUSG00000041417.16,321,302,343,386,357,283
ENSMUSG00000034751.18,70,47,84,95,70,65
ENSMUSG00000091577.3,32,24,42,28,38,51
ENSMUSG00000047643.6,33,17,34,9,20,23
ENSMUSG00000032621.9,862,704,1098,944,1072,766
ENSMUSG00000021709.15,1080,791,1143,1071,1205,812
ENSMUSG00000021710.12,203,178,229,196,236,188
ENSMUSG00000042743.14,11,7,16,13,8,10
ENSMUSG00000021711.18,154,126,157,183,154,161
ENSMUSG00000021712.16,318,270,413,328,436,299
ENSMUSG00000021713.10,738,645,879,762,700,675
ENSMUSG00000046169.11,31,12,31,15,21,11
ENSMUSG00000021715.13,142,158,183,160,178,146
ENSMUSG00000021716.15,6,2,2,3,3,4
ENSMUSG00000114326.2,471,414,527,596,403,440
ENSMUSG00000021720.12,7,4,12,10,6,7
ENSMUSG00000114217.2,34,28,40,47,28,36
ENSMUSG00000042590.18,1191,1098,1573,1289,1186,1135
ENSMUSG00000021692.10,166,130,167,157,148,157
ENSMUSG00000021693.21,2952,2430,3466,3083,3151,2521
ENSMUSG00000049233.8,18,8,10,7,8,10
ENSMUSG00000032846.13,1526,1189,1679,1642,1849,1321
ENSMUSG00000068184.8,34,35,47,45,47,60
ENSMUSG00000071180.6,40,17,30,25,30,25
ENSMUSG00000021694.19,165,142,197,191,149,169
ENSMUSG00000021696.10,120,141,151,196,224,122
ENSMUSG00000114607.2,36,48,55,55,56,37
ENSMUSG00000021697.13,21,9,12,18,15,16
ENSMUSG00000021699.18,68,52,58,67,88,54
ENSMUSG00000059751.8,19742,18324,24138,27837,26621,31229
ENSMUSG00000021700.11,78,60,62,53,61,77
ENSMUSG00000021701.9,1095,884,1292,1281,1424,1338
ENSMUSG00000081277.2,7,2,8,2,1,8
ENSMUSG00000082258.2,288,244,353,331,377,330
ENSMUSG00000032745.19,2746,2494,3392,2776,2991,2585
ENSMUSG00000032727.15,620,469,676,709,544,507
ENSMUSG00000021754.18,698,531,657,589,608,661
ENSMUSG00000021756.13,14,16,22,14,28,16
ENSMUSG00000114547.2,17513,16343,21649,16184,16627,21867
ENSMUSG00000047789.6,500,450,610,596,573,537
ENSMUSG00000114418.2,3,6,19,4,4,3
ENSMUSG00000021759.15,32,23,27,26,36,30
ENSMUSG00000016018.5,1347,1051,1526,1377,1240,1177
ENSMUSG00000042426.7,87,74,105,85,94,93
ENSMUSG00000042364.12,656,582,777,585,580,670
ENSMUSG00000042348.11,191,136,205,201,223,163
ENSMUSG00000021764.9,388,296,487,415,397,377
ENSMUSG00000114520.2,374,297,386,329,409,554
ENSMUSG00000021765.10,18,19,38,14,24,42
ENSMUSG00000015536.15,7,3,3,3,5,2
ENSMUSG00000042284.11,10,6,6,19,22,10
ENSMUSG00000042275.10,59,66,94,76,100,84
ENSMUSG00000114551.2,969,942,1343,1063,1038,1159
ENSMUSG00000061669.7,640,571,944,726,742,680
ENSMUSG00000042258.14,542,492,675,292,299,529
ENSMUSG00000021725.10,347,284,370,422,410,399
ENSMUSG00000021728.9,53,35,71,58,71,61
ENSMUSG00000114540.2,358,271,438,383,368,432
ENSMUSG00000021730.9,26,24,30,13,20,29
ENSMUSG00000021731.11,218,190,218,219,264,215
ENSMUSG00000021732.15,30,32,30,29,32,27
ENSMUSG00000025451.16,6185,5300,7490,6826,6883,6321
ENSMUSG00000062822.9,4,1,3,4,4,7
ENSMUSG00000093930.3,1228,962,1392,1205,1286,981
ENSMUSG00000094870.9,830,622,814,733,801,654
ENSMUSG00000114951.2,19,18,34,31,25,21
ENSMUSG00000114871.2,9,8,7,8,6,2
ENSMUSG00000114940.2,30,33,40,55,46,36
ENSMUSG00000078180.5,438,392,631,486,440,544
